epoch,train_loss,test_loss,train_accuracy,test_accuracy
1,0.0,0.08401469867229462,9.906,16.47
2,0.0,0.29118633437156677,20.082,12.24
3,0.0,0.09418217496871949,26.474,26.13
4,0.0,0.044326658606529235,29.484,32.49
5,0.0,0.06780014741420747,33.024,31.09
6,0.0,0.07661019604206085,39.172,38.78
7,0.0,0.04573816590309143,37.822,35.68
8,0.0,0.037639684176445004,39.124,38.34
9,0.0,0.039251506960392,43.956,40.45
10,0.0,0.03472684576511383,49.18,43.06
