epoch,train_loss,test_loss,train_accuracy,test_accuracy
86,0.0,0.02591992197036743,99.974,76.46
87,0.0,0.026495261871814727,99.982,76.62
88,0.0,0.025827219074964523,99.992,76.37
89,0.0,0.025927999103069307,99.976,76.41
90,0.0,0.026480220484733582,99.992,76.31
91,0.0,0.02640548416376114,99.986,76.5
92,0.0,0.02649167189002037,99.978,76.24
93,0.0,0.026268642246723175,99.98,76.39
94,0.0,0.027088904958963395,99.986,76.06
95,0.0,0.02650467941761017,99.976,76.34
96,0.0,0.0269959160387516,99.984,76.28
97,0.0,0.0264400524020195,99.996,76.4
98,0.0,0.02656283259987831,99.988,76.51
99,0.0,0.026348495894670487,99.974,76.33
100,0.0,0.02663095681667328,99.992,76.37
101,0.0,0.02653043910861015,99.974,76.28
102,0.0,0.026728126376867296,99.984,76.72
103,0.0,0.02665750093460083,99.99,76.35
104,0.0,0.02632177519798279,99.984,76.56
105,0.0,0.026574197262525558,99.986,76.47
106,0.0,0.026116857409477234,99.988,76.54
107,0.0,0.026982034915685654,99.984,76.26
108,0.0,0.026912015199661254,99.982,76.56
109,0.0,0.026437109780311583,99.99,76.51
110,0.0,0.02683375380039215,99.996,76.62
111,0.0,0.02675884145498276,99.99,76.59
112,0.0,0.02684825786948204,99.998,76.58
113,0.0,0.026791463220119476,99.99,76.54
114,0.0,0.026608853137493133,99.99,76.29
115,0.0,0.026701474690437318,99.994,76.48
116,0.0,0.026536133074760437,99.992,76.67
117,0.0,0.026395190507173538,99.992,76.52
118,0.0,0.026663244968652727,99.988,76.38
119,0.0,0.026581453025341033,99.99,76.54
120,0.0,0.02665667795538902,99.988,76.53
121,0.0,0.027021814972162248,99.99,76.21
122,0.0,0.026792877209186553,99.99,76.32
123,0.0,0.026711974346637725,99.992,76.6
124,0.0,0.026499343711137772,99.992,76.68
125,0.0,0.026941088312864302,99.99,76.5
126,0.0,0.026576309883594513,99.992,76.44
127,0.0,0.027074021583795547,99.99,76.35
128,0.0,0.026583332890272142,99.992,76.61
129,0.0,0.026986912953853606,99.992,76.54
130,0.0,0.026764416027069093,99.992,76.48
131,0.0,0.026451495826244353,99.99,76.38
132,0.0,0.026696220326423645,99.994,76.53
133,0.0,0.027002474039793015,99.996,76.33
134,0.0,0.027069504868984223,99.984,76.32
135,0.0,0.027220922446250916,99.994,76.3
136,0.0,0.026539793580770493,99.996,76.76
137,0.0,0.02709991307258606,99.994,76.29
138,0.0,0.026777089077234268,99.99,76.45
139,0.0,0.02681432981491089,99.996,76.62
140,0.0,0.026770766872167586,99.99,76.49
141,0.0,0.02666696765422821,99.998,76.47
142,0.0,0.027219996893405915,99.986,76.34
143,0.0,0.02688022743463516,99.998,76.47
144,0.0,0.027074899142980575,99.996,76.58
145,0.0,0.02681401427388191,99.992,76.37
146,0.0,0.026764495974779128,99.996,76.4
147,0.0,0.026778318613767622,99.988,76.63
148,0.0,0.02713849473595619,99.996,76.61
149,0.0,0.027017477494478227,99.992,76.46
150,0.0,0.02739402219057083,99.992,76.42
151,0.0,0.026897599470615388,99.992,76.64
152,0.0,0.02664652974009514,99.996,76.59
153,0.0,0.02716985889673233,99.994,76.34
154,0.0,0.027093451136350633,99.994,76.51
155,0.0,0.027391564893722534,99.988,76.39
156,0.0,0.02710786006450653,99.996,76.64
157,0.0,0.02699626679420471,100.0,76.57
158,0.0,0.027436133980751037,99.992,76.46
159,0.0,0.027013433849811554,99.994,76.61
160,0.0,0.027177897399663926,99.998,76.4
161,0.0,0.0271070031106472,99.998,76.44
162,0.0,0.027278933066129683,99.986,76.53
163,0.0,0.027435780096054078,99.994,76.67
164,0.0,0.02734415570497513,99.996,76.16
165,0.0,0.026987587916851043,99.988,76.47
166,0.0,0.027290911471843718,99.992,76.43
167,0.0,0.02726189948320389,99.99,76.54
168,0.0,0.027023904955387115,99.994,76.56
169,0.0,0.026917024332284926,99.988,76.48
170,0.0,0.026799884098768233,99.992,76.53
171,0.0,0.027100995379686355,99.992,76.54
172,0.0,0.026714387285709382,99.99,76.34
173,0.0,0.027380424147844314,99.99,76.25
174,0.0,0.027301246351003648,99.992,76.63
175,0.0,0.02697560343146324,99.986,76.54
176,0.0,0.027439357501268385,99.986,76.51
177,0.0,0.02745019963979721,99.998,76.52
178,0.0,0.02747592405676842,99.996,76.53
179,0.0,0.02734753102660179,99.994,76.45
180,0.0,0.02728854143023491,99.988,76.76
181,0.0,0.02731880025267601,99.992,76.55
182,0.0,0.026906728088855743,99.996,76.66
183,0.0,0.027246714866161346,99.998,76.49
184,0.0,0.02725472293496132,99.986,76.51
185,0.0,0.02691408190727234,99.996,76.42
186,0.0,0.026998858535289764,99.994,76.42
187,0.0,0.026835977560281752,99.988,76.52
188,0.0,0.027316707813739776,99.986,76.44
189,0.0,0.027463506251573563,99.992,76.54
190,0.0,0.027187703281641006,99.994,76.5
191,0.0,0.027261759716272354,99.994,76.44
192,0.0,0.02721002076268196,99.996,76.53
193,0.0,0.027019417530298233,99.994,76.25
194,0.0,0.027401536321640014,99.99,76.35
195,0.0,0.02736495823264122,99.996,76.42
196,0.0,0.02737078189253807,99.99,76.39
197,0.0,0.02728407655954361,100.0,76.58
198,0.0,0.0274356003344059,99.996,76.59
199,0.0,0.027281620264053345,99.994,76.3
200,0.0,0.027031028485298158,99.994,76.45
201,0.0,0.027574675595760347,99.998,76.4
202,0.0,0.026898654049634933,99.994,76.6
203,0.0,0.02676591666340828,99.992,76.53
204,0.0,0.027057577288150787,99.988,76.52
205,0.0,0.027430945110321046,99.992,76.54
206,0.0,0.027326771169900895,99.988,76.17
207,0.0,0.027284491270780562,99.994,76.62
208,0.0,0.027243311619758605,99.99,76.47
209,0.0,0.027368211430311203,99.996,76.48
210,0.0,0.027185340881347657,99.988,76.64
211,0.0,0.02712596887946129,99.986,76.7
212,0.0,0.0268856176674366,99.994,76.31
213,0.0,0.02708979440331459,99.992,76.39
214,0.0,0.02765436185002327,99.986,76.48
215,0.0,0.026856488519906997,99.988,76.68
216,0.0,0.027382248002290725,99.99,76.51
217,0.0,0.02728494801521301,99.996,76.4
218,0.0,0.027097062313556672,99.984,76.68
219,0.0,0.027616140735149383,99.988,76.31
220,0.0,0.027266301041841506,99.99,76.58
221,0.0,0.026836910426616668,99.992,76.51
222,0.0,0.02723428919315338,99.994,76.65
223,0.0,0.027232137840986253,99.994,76.54
224,0.0,0.02703330878019333,99.998,76.57
225,0.0,0.027153492641448975,99.998,76.28
226,0.0,0.027206567227840425,99.994,76.42
227,0.0,0.026818663895130157,99.99,76.5
228,0.0,0.027110164231061936,99.988,76.52
229,0.0,0.027158004540205002,99.992,76.44
230,0.0,0.027532815766334533,99.988,76.41
231,0.0,0.02731489796042442,99.984,76.56
232,0.0,0.027122913020849227,99.998,76.49
233,0.0,0.02702736945152283,99.992,76.48
234,0.0,0.02726877399086952,99.994,76.38
235,0.0,0.027296559047698975,99.994,76.6
236,0.0,0.02731339130997658,99.992,76.49
237,0.0,0.02748920221924782,99.992,76.37
238,0.0,0.027747826743125915,99.996,76.4
239,0.0,0.02697251279950142,99.994,76.49
240,0.0,0.027428831386566162,99.992,76.36
241,0.0,0.026951588612794876,99.998,76.47
242,0.0,0.027403858071565628,99.988,76.42
243,0.0,0.027422219955921173,99.998,76.59
244,0.0,0.027040982127189635,99.996,76.46
245,0.0,0.027018097966909408,99.986,76.58
246,0.0,0.02713759593963623,100.0,76.43
247,0.0,0.027343975228071214,99.996,76.43
248,0.0,0.02730390512943268,99.99,76.45
249,0.0,0.027356596487760544,99.992,76.4
250,0.0,0.027349310380220412,99.994,76.35
251,0.0,0.02725392585992813,99.998,76.38
252,0.0,0.027308102399110794,99.99,76.42
253,0.0,0.027519512540102004,99.99,76.44
254,0.0,0.027327010250091554,99.994,76.47
255,0.0,0.027280258017778395,99.994,76.35
256,0.0,0.02722238607406616,99.998,76.55
257,0.0,0.027225232124328612,99.99,76.29
258,0.0,0.026898284304141998,99.994,76.37
259,0.0,0.027383829873800277,99.994,76.41
260,0.0,0.027146409446001052,99.996,76.52
261,0.0,0.027402687001228332,99.992,76.41
262,0.0,0.027451010125875475,99.996,76.71
263,0.0,0.02718570033311844,99.994,76.52
264,0.0,0.0274042578458786,99.992,76.22
265,0.0,0.027231200736761094,99.996,76.59
266,0.0,0.02682047252058983,99.998,76.65
267,0.0,0.026995394814014435,99.992,76.58
268,0.0,0.027331598377227782,99.988,76.33
269,0.0,0.027181989204883576,99.992,76.5
270,0.0,0.026960844433307648,99.998,76.42
271,0.0,0.02759963626265526,99.978,76.42
272,0.0,0.02692711147069931,99.998,76.67
273,0.0,0.027030695533752442,99.994,76.58
274,0.0,0.027111896359920503,99.996,76.66
275,0.0,0.02710725646018982,99.994,76.47
276,0.0,0.026864930337667466,99.992,76.53
277,0.0,0.02691915134191513,99.996,76.64
278,0.0,0.02697637549638748,99.988,76.52
279,0.0,0.02734145112633705,99.996,76.45
280,0.0,0.026945146065950394,99.992,76.63
281,0.0,0.02718216550350189,99.99,76.57
282,0.0,0.02754236802458763,99.996,76.49
283,0.0,0.026969690316915512,99.998,76.72
284,0.0,0.02714114035964012,99.994,76.52
285,0.0,0.027154021674394607,99.99,76.48
286,0.0,0.0269858733355999,99.99,76.46
287,0.0,0.0275026870906353,99.994,76.58
288,0.0,0.026967504453659058,99.992,76.3
289,0.0,0.02740245212316513,99.994,76.51
290,0.0,0.02740205416083336,99.99,76.34
291,0.0,0.027380013382434846,99.986,76.34
292,0.0,0.027469789081811906,99.988,76.34
293,0.0,0.026912749516963957,99.994,76.53
294,0.0,0.026862932705879212,99.994,76.31
295,0.0,0.026976588958501815,99.994,76.46
296,0.0,0.027108263224363327,99.988,76.42
297,0.0,0.027456018471717834,99.994,76.36
298,0.0,0.027359354609251024,99.994,76.77
299,0.0,0.027623158293962478,99.998,76.3
300,0.0,0.02727196200489998,99.988,76.59
301,0.0,0.02753277845978737,99.996,76.43
302,0.0,0.02710028322339058,99.998,76.55
303,0.0,0.02688178733587265,99.992,76.65
304,0.0,0.02727823668718338,99.988,76.42
305,0.0,0.02706918684244156,99.996,76.58
306,0.0,0.027409928905963898,99.996,76.36
307,0.0,0.02705612033009529,99.992,76.43
308,0.0,0.027230099695920943,99.996,76.65
309,0.0,0.02733370516896248,99.984,76.56
310,0.0,0.026978301620483397,99.99,76.62
311,0.0,0.02706283925175667,99.992,76.6
312,0.0,0.02691199236512184,99.996,76.48
313,0.0,0.02714471118450165,99.99,76.49
314,0.0,0.027317747551202774,99.994,76.61
315,0.0,0.026877029949426652,99.994,76.64
316,0.0,0.027511867856979372,99.994,76.61
317,0.0,0.02731661511659622,99.992,76.44
318,0.0,0.027390773123502733,99.984,76.52
319,0.0,0.027081561481952666,99.996,76.63
320,0.0,0.027179917508363724,99.988,76.41
321,0.0,0.02733135523200035,99.992,76.37
322,0.0,0.02688587903380394,99.994,76.42
323,0.0,0.02695664143562317,99.996,76.43
324,0.0,0.027051105338335036,99.99,76.35
325,0.0,0.027268801754713058,99.988,76.46
326,0.0,0.027212096470594405,99.994,76.42
327,0.0,0.027143199235200883,99.994,76.53
328,0.0,0.027335518926382064,99.988,76.35
329,0.0,0.027360147190093994,99.996,76.48
330,0.0,0.027117359310388566,99.99,76.6
331,0.0,0.027225171655416488,99.994,76.59
332,0.0,0.026929353380203247,99.998,76.46
333,0.0,0.027205644083023072,99.994,76.53
334,0.0,0.027219907206296922,99.988,76.61
335,0.0,0.02728379437327385,99.992,76.45
336,0.0,0.027124742901325227,99.984,76.57
337,0.0,0.027310476022958757,99.99,76.45
338,0.0,0.026850596344470977,99.994,76.58
339,0.0,0.027030158650875092,99.996,76.68
340,0.0,0.0273612939953804,99.992,76.57
341,0.0,0.026854798966646193,99.996,76.5
342,0.0,0.026892758232355117,99.99,76.64
343,0.0,0.027299806451797484,99.99,76.51
344,0.0,0.02721655405163765,99.994,76.37
345,0.0,0.027278759002685546,99.994,76.45
346,0.0,0.027730940437316894,99.994,76.45
347,0.0,0.027044481140375137,99.998,76.42
348,0.0,0.02707134271264076,99.996,76.49
349,0.0,0.027258928966522218,99.998,76.42
350,0.0,0.027229062348604203,99.986,76.48
351,0.0,0.027136903446912764,99.99,76.48
352,0.0,0.027242503410577774,99.996,76.59
353,0.0,0.027082728028297424,99.99,76.4
354,0.0,0.02740829626917839,99.998,76.55
355,0.0,0.02722790587544441,99.992,76.55
356,0.0,0.02704344680905342,99.992,76.68
357,0.0,0.02731172179579735,99.994,76.49
358,0.0,0.026883301496505738,99.996,76.55
359,0.0,0.026730317091941833,99.996,76.52
360,0.0,0.026786090272665024,99.99,76.38
361,0.0,0.026882350617647172,99.988,76.47
362,0.0,0.027385901123285292,99.994,76.34
363,0.0,0.02719980775117874,99.994,76.51
364,0.0,0.02721544817686081,99.99,76.54
365,0.0,0.027284382659196853,99.992,76.59
366,0.0,0.027023940443992613,99.99,76.63
367,0.0,0.02726666319966316,99.99,76.35
368,0.0,0.026848739796876908,99.994,76.4
369,0.0,0.027082288068532943,99.988,76.4
370,0.0,0.0264543469786644,99.992,76.82
371,0.0,0.027207485502958297,99.996,76.44
372,0.0,0.02735840082168579,99.99,76.44
373,0.0,0.027318767946958544,99.996,76.27
374,0.0,0.02730435760617256,99.996,76.5
375,0.0,0.027347566318511964,99.986,76.55
376,0.0,0.027071120995283127,99.99,76.63
377,0.0,0.02756813412308693,100.0,76.32
378,0.0,0.02742260285615921,99.998,76.45
379,0.0,0.027405722945928572,99.986,76.48
380,0.0,0.027142839592695235,99.992,76.35
381,0.0,0.027009261989593508,99.992,76.64
382,0.0,0.02703111016154289,99.99,76.4
383,0.0,0.027125855749845506,100.0,76.5
384,0.0,0.027198675340414046,99.992,76.37
385,0.0,0.027081078457832336,99.988,76.58
386,0.0,0.0272940189242363,99.994,76.59
387,0.0,0.02715735965371132,99.976,76.71
388,0.0,0.027578169763088228,99.992,76.52
389,0.0,0.027277654445171357,99.994,76.44
390,0.0,0.027115908801555632,99.988,76.49
391,0.0,0.02714173641204834,99.996,76.35
392,0.0,0.027415044659376143,99.996,76.16
393,0.0,0.027092659229040146,99.996,76.42
394,0.0,0.027311643981933593,99.998,76.46
395,0.0,0.02707319529056549,99.996,76.36
396,0.0,0.027278032165765763,99.996,76.58
397,0.0,0.027139621204137803,99.996,76.48
398,0.0,0.027203279811143875,99.998,76.57
399,0.0,0.02707665809392929,99.994,76.44
400,0.0,0.02728276671767235,99.994,76.5
401,0.0,0.027549779081344605,99.992,76.26
402,0.0,0.027706254380941393,99.992,76.61
403,0.0,0.02706567606329918,99.998,76.44
404,0.0,0.02707450672984123,99.996,76.67
405,0.0,0.02744438744187355,99.986,76.41
406,0.0,0.027336325639486313,99.988,76.3
407,0.0,0.027476872211694717,99.996,76.55
408,0.0,0.026840505528450014,99.994,76.49
409,0.0,0.027066311669349672,99.996,76.47
410,0.0,0.02719089363217354,99.996,76.4
411,0.0,0.02698414318561554,99.994,76.36
412,0.0,0.027506408923864363,99.998,76.53
413,0.0,0.02673055350780487,99.998,76.63
414,0.0,0.02728849841952324,99.992,76.44
415,0.0,0.02713110486268997,99.996,76.68
416,0.0,0.027014205873012544,99.996,76.54
417,0.0,0.027363683885335922,99.994,76.51
418,0.0,0.026946039712429048,99.994,76.44
419,0.0,0.027292219614982606,99.994,76.36
420,0.0,0.027341090714931487,99.986,76.38
421,0.0,0.027118572491407394,99.984,76.52
422,0.0,0.027055255502462388,99.99,76.63
423,0.0,0.02719176698923111,99.992,76.46
424,0.0,0.027176465100049972,99.992,76.56
425,0.0,0.026920230078697205,99.99,76.7
426,0.0,0.027182509368658066,99.992,76.48
427,0.0,0.027418262189626695,99.988,76.38
428,0.0,0.026977093636989594,99.99,76.6
429,0.0,0.027255763441324233,99.99,76.54
430,0.0,0.027341190564632415,99.988,76.32
431,0.0,0.027041576927900313,99.992,76.7
432,0.0,0.027394964081048967,99.982,76.52
433,0.0,0.02698737406730652,99.996,76.39
434,0.0,0.027436237740516664,99.99,76.26
435,0.0,0.027097421407699586,99.992,76.42
436,0.0,0.02740560712814331,99.994,76.46
437,0.0,0.027176660776138305,99.99,76.35
438,0.0,0.02687348117828369,99.992,76.37
439,0.0,0.027332095617055893,99.982,76.5
440,0.0,0.02717126251459122,99.984,76.58
441,0.0,0.027199686390161515,99.996,76.5
442,0.0,0.027420663464069368,99.996,76.52
443,0.0,0.0275047755420208,99.99,76.42
444,0.0,0.02715959443449974,99.99,76.37
445,0.0,0.02730764595270157,99.988,76.32
446,0.0,0.02665464980006218,99.996,76.41
447,0.0,0.02730071281194687,99.998,76.4
448,0.0,0.027436541223526,99.992,76.49
449,0.0,0.027149062341451646,99.992,76.69
450,0.0,0.027248550486564636,99.998,76.44
451,0.0,0.02752944349646568,100.0,76.29
452,0.0,0.0273352157831192,99.996,76.49
453,0.0,0.027335061287879943,99.99,76.52
454,0.0,0.027267393881082534,100.0,76.54
455,0.0,0.027011614137887954,99.996,76.69
456,0.0,0.026896623665094377,99.99,76.52
457,0.0,0.02701973135471344,99.99,76.36
458,0.0,0.027595996391773223,99.996,76.42
459,0.0,0.0274877421438694,99.992,76.39
460,0.0,0.027022616118192674,99.988,76.31
461,0.0,0.027452991741895676,99.996,76.57
462,0.0,0.027152619272470473,99.996,76.58
463,0.0,0.026905337315797806,99.99,76.5
464,0.0,0.027562272268533708,99.998,76.34
465,0.0,0.027476833033561708,99.992,76.5
466,0.0,0.026795038443803786,99.986,76.58
467,0.0,0.026955627006292344,99.996,76.42
468,0.0,0.026837391042709352,100.0,76.54
469,0.0,0.02721033706665039,99.994,76.49
470,0.0,0.027173714280128478,99.992,76.65
471,0.0,0.027268228310346605,99.998,76.16
472,0.0,0.02694565019607544,99.992,76.49
473,0.0,0.027187580281496048,99.998,76.48
474,0.0,0.027489276754856108,99.996,76.49
475,0.0,0.027418811070919036,99.998,76.34
476,0.0,0.0272419060587883,99.994,76.41
477,0.0,0.02729073584675789,99.994,76.47
478,0.0,0.027038095498085023,99.992,76.45
479,0.0,0.027169646644592284,99.998,76.47
480,0.0,0.02724550849199295,99.988,76.5
481,0.0,0.02754904413819313,99.99,76.54
482,0.0,0.027054858195781708,99.998,76.65
483,0.0,0.027162652838230134,99.99,76.52
484,0.0,0.027529281383752824,99.994,76.41
485,0.0,0.027581406116485595,99.994,76.34
486,0.0,0.026708134377002715,99.996,76.64
487,0.0,0.027236036998033522,99.994,76.31
488,0.0,0.026979316979646683,99.99,76.53
489,0.0,0.027869174230098725,99.992,76.56
490,0.0,0.02707803245782852,99.988,76.6
491,0.0,0.02705672800540924,99.994,76.58
492,0.0,0.027416155111789704,99.994,76.47
493,0.0,0.027075945168733597,99.994,76.48
494,0.0,0.027451379299163817,99.986,76.59
495,0.0,0.027500942373275758,99.996,76.43
496,0.0,0.027100178670883178,99.996,76.66
497,0.0,0.026997229677438735,99.992,76.39
498,0.0,0.0267241183757782,100.0,76.41
499,0.0,0.02743200575709343,99.996,76.6
500,0.0,0.02748103697896004,99.984,76.44
501,0.0,0.026690766894817353,99.996,76.63
502,0.0,0.02705967406630516,99.996,76.4
503,0.0,0.027008881813287734,99.994,76.62
504,0.0,0.026886843633651732,99.994,76.52
505,0.0,0.027213527780771254,99.998,76.61
506,0.0,0.027200957137346268,99.996,76.4
507,0.0,0.02699016157388687,99.996,76.59
508,0.0,0.027133480489253996,99.996,76.51
509,0.0,0.02698840036392212,99.994,76.53
510,0.0,0.027608788067102433,99.998,76.34
511,0.0,0.027708454263210298,99.992,76.38
512,0.0,0.02712453129887581,99.986,76.56
513,0.0,0.0273951218187809,99.982,76.37
514,0.0,0.027416821324825286,99.992,76.44
515,0.0,0.02713915090560913,99.99,76.69
516,0.0,0.026881036907434465,99.994,76.68
517,0.0,0.027284388649463653,99.992,76.47
518,0.0,0.02697354422211647,99.994,76.5
519,0.0,0.027382566034793852,99.988,76.73
520,0.0,0.027521220409870147,99.994,76.38
521,0.0,0.027003398156166078,99.998,76.43
522,0.0,0.027321345818042755,99.996,76.33
523,0.0,0.02760543349981308,99.992,76.45
524,0.0,0.027678157472610473,99.994,76.49
525,0.0,0.027448129022121428,99.992,76.65
526,0.0,0.0272203664124012,99.992,76.64
527,0.0,0.027472170716524125,99.994,76.6
528,0.0,0.02674441292285919,99.998,76.54
529,0.0,0.026939720612764357,100.0,76.48
530,0.0,0.027562471348047256,99.986,76.14
531,0.0,0.026863522136211394,99.998,76.68
532,0.0,0.02734807778596878,99.994,76.38
533,0.0,0.027041983830928804,99.992,76.68
534,0.0,0.02706954872608185,99.994,76.57
535,0.0,0.027567733758687974,99.998,76.54
536,0.0,0.02699239134788513,99.994,76.48
537,0.0,0.027488421952724457,99.996,76.36
538,0.0,0.027284833985567095,99.984,76.48
539,0.0,0.02754360231757164,99.992,76.45
540,0.0,0.02740756431221962,99.992,76.33
541,0.0,0.027111594450473786,99.994,76.68
542,0.0,0.026845697313547134,99.994,76.44
543,0.0,0.027258785009384154,99.994,76.38
544,0.0,0.02737700635790825,99.99,76.56
545,0.0,0.027116490280628205,99.996,76.21
546,0.0,0.02706924874782562,99.99,76.48
547,0.0,0.026954740434885025,99.998,76.4
548,0.0,0.02715986205935478,99.994,76.42
549,0.0,0.026967483156919478,99.992,76.53
550,0.0,0.02747698456645012,99.994,76.63
551,0.0,0.02728671396970749,99.994,76.37
552,0.0,0.02768094049692154,99.992,76.71
553,0.0,0.02754106674194336,99.992,76.25
554,0.0,0.02731788917183876,99.998,76.5
555,0.0,0.02744583238363266,99.992,76.22
556,0.0,0.027433888763189317,99.988,76.48
557,0.0,0.027178878200054168,99.994,76.47
558,0.0,0.027815059930086136,99.998,76.45
559,0.0,0.02717976253628731,99.996,76.22
560,0.0,0.027275044494867326,99.996,76.54
561,0.0,0.027215476250648497,99.994,76.45
562,0.0,0.027247861993312836,99.984,76.68
563,0.0,0.027217160588502883,99.998,76.5
564,0.0,0.026886849349737167,99.996,76.47
565,0.0,0.02733027656674385,99.992,76.37
566,0.0,0.027180079877376556,99.996,76.52
567,0.0,0.0274195181787014,99.992,76.53
568,0.0,0.027268760883808137,100.0,76.36
569,0.0,0.027318980985879898,99.996,76.29
570,0.0,0.027288388514518737,99.994,76.2
571,0.0,0.026824882316589357,99.998,76.44
572,0.0,0.027362086898088455,99.992,76.56
573,0.0,0.02700377271771431,99.998,76.34
574,0.0,0.027322235947847367,99.994,76.62
575,0.0,0.0273818032681942,99.996,76.42
576,0.0,0.02704699173569679,99.994,76.51
577,0.0,0.027420408332347868,99.992,76.4
578,0.0,0.02752690367102623,99.994,76.57
579,0.0,0.027169737601280212,99.992,76.49
580,0.0,0.027474643462896346,99.998,76.52
581,0.0,0.027474021047353744,99.992,76.41
582,0.0,0.027510522532463073,99.994,76.34
583,0.0,0.026624799019098283,99.988,76.61
584,0.0,0.026961873430013657,99.996,76.29
585,0.0,0.027370564621686935,99.986,76.45
586,0.0,0.027060963612794878,99.998,76.7
587,0.0,0.027130180716514588,99.99,76.39
588,0.0,0.027200873535871507,99.998,76.51
589,0.0,0.027099071061611177,99.996,76.46
590,0.0,0.02706431448459625,99.992,76.5
591,0.0,0.027734712594747545,99.986,76.72
592,0.0,0.02652009493112564,99.996,76.53
593,0.0,0.027688305908441544,99.996,76.16
594,0.0,0.02681377678513527,99.994,76.56
595,0.0,0.027034140199422838,99.992,76.39
596,0.0,0.02690990715622902,99.998,76.39
597,0.0,0.02750973992347717,99.994,76.57
598,0.0,0.02743725211620331,99.996,76.48
599,0.0,0.027182232552766798,99.992,76.57
600,0.0,0.0278313145339489,99.99,76.28
601,0.0,0.02700796895623207,99.99,76.46
602,0.0,0.026843970543146134,99.996,76.49
603,0.0,0.02706039561033249,99.99,76.56
604,0.0,0.027150906258821488,99.984,76.46
605,0.0,0.027514686024188995,99.99,76.5
606,0.0,0.02691720094680786,99.998,76.65
