epoch,train_loss,test_loss,train_accuracy,test_accuracy
1,0.0,0.035139377105236055,19.626,28.44
2,0.0,0.046237035179138186,32.16,39.81
3,0.0,0.026003247630596162,41.774,47.21
4,0.0,0.029202448922395707,47.54,49.03
5,0.0,0.021102576559782028,51.818,55.86
